['Italian'],Pasta with Broccoli shrimp and Cheese,https://www.skinnytaste.com/wp-content/uploads/2019/03/Shrimp-Scampi-with-Broccoli-Orzo-6.jpg,"[orzo pasta (or gluten-free pasta),broccoli,olive oil,garlic,salt,pepper,butter,shrimp,lemon juice,parsley,Parmesan cheese]","Gluten Free,Kid Friendly,Under 30 Minutes",839.8
['Italian'],Pasta with chicken sausage,https://www.skinnytaste.com/wp-content/uploads/2012/11/Pasta-with-Butternut-Sauce-Spicy-Sausage-and-Baby-Spinach-2.jpg,"[chicken,butternut squash,whipped butter,pasta (wheat or gluten-free),shallots, garlic,spinach,parmesan cheese,sage,salt,pepper]",Gluten Free,511.4
['Italian'],Fresh pasta and vegetables,https://www.skinnytaste.com/wp-content/uploads/2012/06/ANGEL-HAIR-PASTA-WITH-ZUCCHINI-_-TOMATOES-10-2.jpg,"[zucchini,garlic,shallots,tomatoes,olive oil,salt,pepper,pasta,parsley,vegetable or chicken broth]","Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",426.4
['Italian'],Orecchiette with broccoli,https://www.skinnytaste.com/wp-content/uploads/2015/09/OrecchiettewithChickenSausageandBroccoli.jpg,"[chicken,pasta,broccoli,garlic,Parmesan cheese,olive oil,salt,pepper]","Gluten Free,Kid Friendly,Under 30 Minutes",459.8
['Italian'],Turkey in Potacchio (Braised Turkey with Tomatoes Broth),https://www.skinnytaste.com/wp-content/uploads/2018/02/Instant-Pot-Turkey-Meatball-and-Ditalini-Soup-1-21.jpg,"[turkey,breadcrumbs,Pecorino cheese,egg,garlic,parsley,salt, olive oil,onion,celery,carrot,chicken broth,basil,bay,ditalini pasta,zucchini,parmesan cheese]","Freezer Meals,Gluten Free,Kid Friendly,Pressure Cooker Recipes,Under 30 Minutes",781.6
['Italian'],Beaf pasta soup,https://www.skinnytaste.com/wp-content/uploads/2016/01/Beef2CTomatoandAcinidiPepeSoup-9.jpg,"[beef,salt,onion,celery,carrot,tomatoes,beef broth,bay,pasta,parmesan cheese]","Freezer Meals,Gluten Free,Kid Friendly,Pressure Cooker Recipes,Slow Cooker Recipes",352
['Italian'],Spaghetti with butternut squash and sage,https://www.skinnytaste.com/wp-content/uploads/2012/10/spaghetti-with-butternut-squash-and-sage.jpg,"[butternut squash,butter,spaghetti,leek,garlic,parmesan cheese,sage,salt,pepper]","Gluten Free,Vegetarian Meals",480.8
['Italian'],Pasta and pork sausage,https://www.skinnytaste.com/wp-content/uploads/2012/11/Autumn-Penne-with-Brussels-Sprouts-in-a-Light-Ragu.jpg,"[pork,turkey,olive oil,garlic,brussels sprouts,onion,carrot,celery,tomatoes,bay,pepper,salt,pasta]","Dairy Free,Gluten Free",519.8
['Italian'],Escarole soup with Turkey Meatballs Italian,https://www.skinnytaste.com/wp-content/uploads/2012/08/Escarole-Soup-with-Turkey-Meatballs-Italian-Wedding-Soup.jpg,"[turkey,breadcrumbs,parmesan cheese,parsley,egg,onion,garlic,salt,chicken broth,escarole,pepper,orzo]","Freezer Meals,Gluten Free,Kid Friendly,Under 30 Minutes",687.2
['Italian'],Summer pasta salad with baby greens,https://www.skinnytaste.com/wp-content/uploads/2013/05/Summer-Pasta-Salad-with-Baby-Greens.jpg,"[arugula,spinach,pasta,tomatoes,capers,balsamic vinegar,olive oil,salt,pepper,Parmesan cheese]","Gluten Free,Under 30 Minutes,Vegetarian Meals",441.2
['Italian'], Shrimp fra diavolo,https://www.skinnytaste.com/wp-content/uploads/2012/05/shrimp-fra-diavolo.jpg,"[olive oil,garlic,shrimp,salt,pepper,celery,onion,tomatoes,red pepper,capers,basil,brown rice pasta]","Dairy Free,Gluten Free,Under 30 Minutes",401.8
['Italian'],Broccoli and orzo pasta,https://www.skinnytaste.com/wp-content/uploads/2012/07/Broccoli-and-Orzo.jpg,"[orzo pasta,broccoli,garlic,olive oil,salt,pepper]","Dairy Free,Kid Friendly,Under 30 Minutes",574.6
['Italian'],Pasta with bay scallops and tomatoes,https://www.skinnytaste.com/wp-content/uploads/2013/02/pasta-with-bay-scallops-and-tomatoes.jpg,"[scallops,olive oil,butter,garlic,white wine,tomatoes,salt,pepper,lemon juice,parsley, pasta]","Gluten Free,Under 30 Minutes",590.2
['Italian'],Pasta with italian chicken sausage escarole and beans,https://www.skinnytaste.com/wp-content/uploads/2012/01/Pasta-with-Italian-Chicken-Sausage2C-Escarole-and-Beans.jpg,"[ronzoni pasta,olive oil,onion,garlic,chicken,chicken broth,beans,escarole,Parmesan cheese,red pepper,salt]","Kid Friendly,Under 30 Minutes",586.2
['Italian'],Pasta with broccoli and pecorino,https://www.skinnytaste.com/wp-content/uploads/2010/09/pasta-broccoli.jpg,"[pasta,broccoli,garlic,olive oil,salt,pepper,Pecorino cheese]","Kid Friendly,Under 30 Minutes,Vegetarian Meals",429
['Italian'],Pasta and broccoli,https://www.skinnytaste.com/wp-content/uploads/2011/07/Easiest-Pasta-and-Broccoli-Recipe.jpg,"[pasta,broccoli,garlic,Parmesan cheese,olive oil,salt,pepper]","Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",437.8
['Italian'],Pasta with shrimp and asparagus,https://www.skinnytaste.com/wp-content/uploads/2009/08/angel-hair-with-shrimp-and-asparagus.jpg,"[asparagus,olive oil,tomatoes,garlic,shrimps,chicken broth,white wine,salt,pepper,herbs,angel hair pasta]",Kid Friendly,453.8
['Italian'],Pasta with pepper sausage and escarole,https://www.skinnytaste.com/wp-content/uploads/2011/03/Pasta-with-Italian-Chicken-Sausage2C-Peppers-and-Escarole.jpg,"[ronzoni pasta,olive oil,onion,red pepper,garlic,chicken,escarole,Parmesan cheese,red pepper,salt,pepper]",Kid Friendly,471.4
['Italian'],Baby shells with asparagus,https://www.skinnytaste.com/wp-content/uploads/2011/04/Baby-shells-with-asparagus.jpg,"[baby pasta shells (gluten free use brown rice pasta),asparagus,marinara sauce,Pecorino cheese,salt,pepper]","Gluten Free,Kid Friendly,Vegetarian Meals",230.6
['Italian'],Pasta with shrimp and zucchini,https://www.skinnytaste.com/wp-content/uploads/2009/05/bowties-shrimp.jpg,"[shrimp,bowtie pasta,garlic,shallots,zucchini,tomatoes,olive oil,chicken broth,parsley,salt,pepper]",Kid Friendly,450.4
